Run!	Spring!
Tom often wears a hat.	Tom har ofta på sig en hatt.
Tom put the book down.	Tom lade ned boken.
Tom put the book down.	Tom la ner boken.
Tom ran at full speed.	Tom sprang med full fart.
Tom shook Mary's hand.	Tom skakade Marys hand.
Tom shook Mary's hand.	Tom tog Mary i hand.
Tom thinks it's funny.	Tom tycker att det är roligt.
Tom thinks it's funny.	Tom tycker att det är kul.
Tom thinks it's great.	Tom tycker att det är jättebra.
Tom took Mary's place.	Tom tog Marys ställe.
Tom took Mary's place.	Tom tog Marys plats.
Tom took all my money.	Tom tog alla mina pengar.
Tom turned off the TV.	Tom stängde av tv:n.
Tom wanted more space.	Tom ville ha mer utrymme.
Tom won't forgive you.	Tom kommer inte att förlåta dig.
Tom won't forgive you.	Tom kommer inte att förlåta er.
Tom won't let you pay.	Tom kommer inte att låta dig betala.
Tom's bags are packed.	Toms väskor är packade.
Tom's not at all sure.	Tom är inte alls säker.
Tom's very, very good.	Tom är väldigt, väldigt bra.
Tom's wrong, you know.	Tom har fel, vet du.
Wait. Don't shoot yet.	Vänta. Skjut inte än.
We are baking cookies.	Vi bakar kakor.
We don't have secrets.	Vi har inga hemligheter.
We don't hear a thing.	Vi hör ingenting.
We don't hear a thing.	Vi hör inget alls.
We don't hear a thing.	Vi hör ingenting alls.
We don't hear a thing.	Vi hör inget.
We have three minutes.	Vi har tre minuter.
We hear with our ears.	Vi lyssnar med öronen.
We just need a minute.	Vi behöver bara en minut.
We knew Tom would win.	Vi visste att Tom skulle vinna.
We made a sand castle.	Vi byggde ett sandslott.
We made a sand castle.	Vi gjorde ett sandslott.
We need a few minutes.	Vi behöver några minuter.
We needed information.	Vi behövde information.
We went to the museum.	Vi gick till museet.
We'll need Tom's help.	Vi kommer att behöva Toms hjälp.
We'll need their help.	Vi kommer att behöva deras hjälp.
We're a little behind.	Vi ligger lite efter.
We're almost finished.	Vi är nästan färdiga.
We're behind schedule.	Vi är försenade.
We're behind schedule.	Vi ligger efter.
We're behind schedule.	Vi släpar efter.
We're behind schedule.	Vi ligger efter i tid.
We're discussing that.	Vi diskuterar det.
We're in need of help.	Vi är i behov av hjälp.
We're never satisfied.	Vi är aldrig nöjda.
We're not responsible.	Vi är inte ansvariga.
We've got to warn Tom.	Vi måste varna Tom.
We've had a complaint.	Vi har fått in ett klagomål.
We've had it analyzed.	Vi fick den analyserad.
We've had it analyzed.	Vi fick det analyserat.
We've met a few times.	Vi har träffats några gånger.
We've never needed it.	Vi har aldrig behövt det.
We've never needed it.	Vi har aldrig behövt den.
We've run out of coal.	Vi har slut på kol.
Weren't you listening?	Lyssnade inte du?
Weren't you listening?	Lyssnade inte ni?
What an exciting game!	Vilken spännande match!
What are they made of?	Vad är de gjorda av?
What are you implying?	Vad anspelar du på?
What can I do for you?	Vad kan jag göra för dig?
What can I do for you?	Vad kan jag göra för er?
What did you do today?	Vad har du gjort idag?
What did you tell Tom?	Vad sa du till Tom?
What did you tell Tom?	Vad sa ni till Tom?
What did you tell Tom?	Vad berättade du för Tom?
What did you tell Tom?	Vad berättade ni för Tom?
What do you want then?	Vad vill du då?
What else did Tom eat?	Vad mer åt Tom?
What else did Tom say?	Vad mer sa Tom?
What else do you need?	Vad mer behöver du?
What happened tonight?	Vad hände i natt?
What happens tomorrow?	Vad händer i morgon?
What haven't you done?	Vad har du inte gjort?
What is Tom afraid of?	Vad är Tom rädd för?
What is going on here?	Vad är det som pågår här?
What ship were you on?	Vilket skepp var du på?
What ship were you on?	Ombord på vilket skepp var du?
What're we doing here?	Vad gör vi här?
What's Tom doing here?	Vad gör Tom här?
What's Tom hiding for?	Varför gömmer sig Tom?
What's Tom hiding for?	Vad är det Tom gömmer sig för?
What's her name again?	Vad heter hon nu igen?
What's in this drawer?	Vad finns det i den här byrålådan?
What's in this drawer?	Vad finns det i den här lådan?
What's taking so long?	Vad är det som tar så lång tid?
What's taking so long?	Vad är det som tar en sådan tid?
What's that scar from?	Var har du fått det där ärret ifrån?
What's that scar from?	Var kommer det där ärret ifrån?
What's their location?	Var befinner de sig?
What's wrong with you?	Vad är det för fel på dig?
When did Tom say that?	När sa Tom det?
When did he come here?	När kom han hit?
When did you find out?	När fick du reda på det?
When did you get this?	När fick du den här?
When did you get this?	När fick ni den här?
When did you say that?	När sa du det?
When did you say that?	När sa ni det?
When did you say that?	När sa du det där?
When did you say that?	När sa ni det där?
When does Tom need it?	När behöver Tom den?
When does Tom need it?	När behöver Tom det?
When is the paper due?	När ska uppsatsen lämnas in?
When is your birthday?	När är din födelsedag?
When will it be ready?	När blir det klart?
Where did you grow up?	Var växte du upp?
Where did you grow up?	Var växte ni upp?
Where do you live now?	Var bor du nu?
Where do you live now?	Var bor ni nu?
Where is my newspaper?	Var är min tidning?
Where is the elevator?	Var är hissen?
Where is the entrance?	Var är ingången?
Where is the ship now?	Var är skeppet nu?
Where should I put it?	Var ska jag lägga den?
Where's the newspaper?	Var är tidningen?
Where's the newspaper?	Var ligger tidningen?
Where's your car, Tom?	Var är din bil, Tom?
Where's your car, Tom?	Var är er bil, Tom?
Where's your son, Tom?	Var är din son, Tom?
Who are Tom's friends?	Vilka är Toms vänner?
Who did you talk with?	Vilka pratade ni med?
Who did you talk with?	Vem pratade ni med?
Who did you talk with?	Vem pratade du med?
Who did you talk with?	Vilka pratade du med?
Who hasn't been there?	Vem har inte varit där?
Who invented bifocals?	Vem uppfann dubbelslipade glasögon?
Who sold you this car?	Vem sålde dig den här bilen?
Who sold you this car?	Vem sålde den här bilen till dig?
Who wrote this letter?	Vem skrev det här brevet?
Who'd want to kill me?	Vem skulle vilja döda mig?
Who's getting married?	Vilka gifter sig?
Whose side are you on?	Vems sida är du på?
Whose side are you on?	På vems sida är du?
Whose side are you on?	På vems sida är ni?
Whose side are you on?	Vems sida är ni på?
Whose turn is it next?	Vem står näst på tur?
Why are you asking me?	Varför frågar du mig?
Why aren't you asleep?	Varför sover inte du?
Why aren't you asleep?	Varför sover inte ni?
Why aren't you asleep?	Varför sover du inte?
Why aren't you asleep?	Varför sover ni inte?
Why can't you help me?	Varför kan du inte hjälpa mig?
Why can't you help me?	Varför kan ni inte hjälpa mig?
Why don't I drive you?	Jag kan väl skjutsa dig?
Why don't I drive you?	Varför skjutsar inte jag dig?
Why is Tom here today?	Varför är Tom här idag?
Why is the train late?	Varför är tåget sent?
Why isn't Tom at home?	Varför är inte Tom hemma?
Why isn't Tom in jail?	Varför sitter inte Tom i fängelse?
Why isn't Tom in jail?	Varför sitter inte Tom i häkte?
Why isn't Tom smiling?	Varför ler inte Tom?
Why won't you tell us?	Varför berättar du inte för oss?
Why won't you tell us?	Varför berättar ni inte för oss?
Why would Tom help us?	Varför skulle Tom hjälpa oss?
Will you stay at home?	Stannar du hemma?
Will you travel alone?	Ska du resa ensam?
Wouldn't that be nice?	Skulle inte det vara trevligt?
Yoga comes from India.	Yoga kommer från Indien.
You all look so happy.	Ni ser alla så glada ut.
You all look so happy.	Ni ser alla så lyckliga ut.
You alone can do this.	Bara du kan göra detta.
You aren't fooling me.	Mig lurar du inte!
You aren't fooling me.	Mig lurar ni inte!
You can't buy respect.	Man kan inte köpa respekt.
You can't buy respect.	Du kan inte köpa respekt.
You can't replace Tom.	Du kan inte ersätta Tom.
You don't have to eat.	Du måste inte äta.
You have many friends.	Du har många vänner.
You have to leave now.	Du måste gå nu.
You look so beautiful.	Du ser så vacker ut.
You must go to school.	Du måste gå till skolan.
You ought to trust me.	Du borde lita på mig.
You seemed happy here.	Du verkade lycklig här.
You seemed happy here.	Du verkade glad här.
You weren't gone long.	Du var inte borta länge.
You weren't gone long.	Ni var inte borta länge.
You weren't here then.	Du var inte här då.
You weren't here then.	Ni var inte här då.
You weren't very nice.	Du var inte särskilt trevlig.
You weren't very nice.	Ni var inte särskilt trevliga.
You would've liked it.	Du skulle ha gillat det.
You would've liked it.	Ni skulle ha gillat det.
You would've liked it.	Du skulle ha tyckte om det.
You would've liked it.	Ni skulle ha tyckt om det.
You wouldn't enjoy it.	Du skulle inte njuta av det.
You wouldn't enjoy it.	Du skulle inte tycka om det.
You wouldn't enjoy it.	Ni skulle inte tycka om det.
You wouldn't enjoy it.	Ni skulle inte njuta av det.
You wouldn't enjoy it.	Du skulle inte finna nöje i det.
You wouldn't enjoy it.	Ni skulle inte finna nöje i det.
You wouldn't like Tom.	Du skulle inte tycka om Tom.
You wouldn't like Tom.	Ni skulle inte tycka om Tom.
You wouldn't like Tom.	Du skulle inte gilla Tom.
You wouldn't like Tom.	Ni skulle inte gilla Tom.
You'll have no choice.	Du kommer inte att ha något val.
You'll miss breakfast.	Det kommer att missa frukosten.
You're Tom's favorite.	Du är Toms favorit.
You're always careful.	Du är alltid försiktig.
You're always careful.	Ni är alltid försiktiga.
You're always careful.	Du är alltid noggrann.
You're always careful.	Ni är alltid noggranna.
You're being childish.	Du beter dig barnsligt.
You're hearing things.	Du hör saker.
You're mumbling again.	Nu mumlar du igen.
You're not that crazy.	Du är inte så galen.
You're not that crazy.	Ni är inte så galna.
You're obviously sick.	Du är uppenbarligen sjuk.
You're out of excuses.	Du har slut på ursäkter.
You're out of excuses.	Ni har slut på ursäkter.
You're probably tired.	Du är antagligen trött.
You're probably tired.	Ni är antagligen trötta.
You're really useless.	Du är helt värdelös.
You're too aggressive.	Du är för aggressiv.
You're too aggressive.	Ni är för aggressiva.
You're very beautiful.	Du är väldigt vacker.
Your time's almost up.	Din tid är nästan slut.
Your time's almost up.	Er tid är nästan slut.
All roads lead to Rome.	Alla vägar leder till Rom.
Allow us to do our job.	Låt oss sköta vårt jobb.
Apparently I'm adopted.	Tydligen är jag adopterad.
Are these bananas ripe?	Är de här bananerna mogna?
Are they looking at us?	Tittar de på oss?
Are you Tom's daughter?	Är du Toms dotter?
Are you being followed?	Följer någon efter dig?
Are you coming with us?	Kommer ni med oss?
Are you coming with us?	Kommer du med oss?
Are you frightened yet?	Är du rädd än?
Are you frightened yet?	Är ni rädda än?
Are you good at tennis?	Är du bra på tennis?
Are you in the library?	Är du på biblioteket?
Are you threatening me?	Hotar du mig?
Are you threatening me?	Hotar ni mig?
Better late than never.	Bättre sent än aldrig.
Bosses are people, too.	Chefer är också människor.
Call me when it's done.	Ring mig när det är färdigt.
Call them this evening.	Ring dem i kväll.
Can I get you anything?	Kan jag hämta er någonting?
Can I get you anything?	Kan jag hämta dig någonting?
Can anyone verify that?	Kan någon verifiera det?
Can anyone verify that?	Kan någon intyga det?
Can anyone verify that?	Kan något bekräfta det?
Can anyone verify that?	Kan någon bestyrka det?
Can anyone verify that?	Kan någon bevisa det?
Can anyone verify that?	Kan någon bevisa riktigheten av det?
Can you watch the kids?	Kan du vakta ungarna?
Can you watch the kids?	Kan du passa barnen?
Can you watch the kids?	Kan ni passa barnen?
Come whenever you like.	Kom när du vill.
Did it actually happen?	Hände det verkligen?
Did they find anything?	Hittade dom någonting?
Did they find anything?	Hittade de någonting?
Did you enjoy the game?	Tyckte du om matchen?
Did you enjoy the game?	Hade du roligt på matchen?
Did you enjoy the show?	Tyckte du om föreställningen?
Did you enjoy the show?	Hade du roligt på föreställningen?
Did you enjoy the tour?	Tyckte du om rundturen?
Did you enjoy the tour?	Hade du kul på turnén?
Did you enjoy the tour?	Tyckte du om rundvandringen?
Did you have breakfast?	Åt du frukost?
Did you have breakfast?	Åt ni frukost?
Did you have breakfast?	Har du ätit frukost?
Did you have breakfast?	Har ni ätit frukost?
Did you hear the click?	Hörde du klickljudet?
Did you win the trophy?	Vann du trofén?
Didn't I just say that?	Sade jag inte just det?
Didn't I just say that?	Sa jag inte just det?
Do you dream in French?	Drömmer du på franska?
Do you have a solution?	Har du någon lösning?
Do you have a solution?	Har ni någon lösning?
Do you know any French?	Kan du någon franska?
Do you know who he was?	Vet du vem han var?
Do you know who he was?	Vet ni vem han var?
Do you like white wine?	Tycker du om vitt vin?
Do you read Tom's blog?	Läser du Toms blogg?
Do you speak Bulgarian?	Talar ni bulgariska?
Do you study chemistry?	Studerar du kemi?
Do you study chemistry?	Pluggar du kemi?
Do you study chemistry?	Pluggaru kemi?
Do you think in French?	Tänker du på franska?
Does Tom have any sons?	Har Tom några söner?
Does Tom know who I am?	Vet Tom vem jag är?
Does Tom look confused?	Ser Tom förvirrad ut?
Does that make you sad?	Blir du ledsen av det?
Does that make you sad?	Gör det dig ledsen?
Does that make you sad?	Gör det er ledsna?
Does that make you sad?	Blir ni ledsna av det?
Don't flatter yourself.	Smickra inte dig själv.
Don't get mad, promise.	Lova att du inte blir arg.
Don't go out the front.	Gå inte ut på framsidan.
Don't make me hurt you.	Få mig inte att skada dig.
Don't make me kill you.	Få mig inte att döda dig.
Don't make me kill you.	Få mig inte att döda er.
Don't open the box yet.	Öppna inte lådan än.
Don't take any chances.	Ta inga risker.
Don't tell your mother.	Berätta inte för din mamma.
Don't waste Tom's time.	Slösa inte bort Toms tid.
Don't waste Tom's time.	Slösa inte Toms tid.
Don't worry. It's easy.	Oroa dig inte. Det är enkelt.
Don't worry. It's easy.	Oroa dig inte. Det är lätt.
